,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,company_name,model_name,mileage (kmpl),engine (cc),max_power (bhp)
269,2015,380000,40000,0,0,0,1,5.0,tata,zest revotron 1.2 xt,17.57,1193.0,88.7
270,2008,114999,95200,0,0,0,3,5.0,hyundai,accent gle,13.2,1495.0,94.0
271,2014,335000,33033,0,1,0,1,5.0,honda,brio exclusive edition,19.4,1198.0,86.8
272,2015,465000,63063,0,1,1,1,5.0,hyundai,grand i10 at asta,18.9,1197.0,82.0
273,2012,290000,60000,1,0,0,1,5.0,tata,manza club class quadrajet90 lx,21.02,1248.0,88.76
274,2005,110000,45000,0,0,0,2,5.0,maruti,alto lx,19.7,796.0,46.3
275,2011,450000,80000,1,0,0,3,7.0,tata,new safari dicor 2.2 ex 4x2,11.57,2179.0,138.1
276,2009,400000,170000,1,0,0,2,7.0,mahindra,bolero sle,13.6,2523.0,63.0
277,2007,210000,207890,1,0,0,2,7.0,mahindra,bolero di dx 7 seater,13.6,2523.0,63.0
278,2018,4600000,7976,1,0,1,1,5.0,mercedes-benz,gl-class 220d 4matic sport,17.9,2143.0,170.0
279,2016,220000,35000,0,0,0,1,8.0,maruti,omni e mpi std bs iv,16.8,796.0,34.2
280,2017,450000,35000,0,0,0,1,5.0,hyundai,grand i10 sportz,18.9,1197.0,82.0
281,2017,450000,35000,0,0,0,1,5.0,hyundai,grand i10 sportz,18.9,1197.0,82.0
282,2013,290000,50000,0,0,1,1,5.0,hyundai,i10 sportz at,16.95,1197.0,78.9
283,2016,520000,20000,0,0,0,1,5.0,maruti,swift vxi deca,20.4,1197.0,81.8
284,2011,265000,20000,0,0,1,1,5.0,hyundai,i10 sportz at,16.95,1197.0,78.9
285,2012,330000,50000,0,0,0,2,5.0,maruti,swift vxi,18.6,1197.0,85.8
286,2012,330000,50000,0,0,0,2,5.0,maruti,swift vxi,18.6,1197.0,85.8
287,2014,509999,120000,1,0,0,1,7.0,mahindra,bolero 2011-2019 zlx,15.96,2523.0,62.1
288,2014,500000,70000,0,0,0,1,5.0,hyundai,verna 1.6 sx vtvt (o),17.1,1591.0,121.3
289,2015,525000,50000,0,0,0,1,5.0,hyundai,i20 active 1.2,17.19,1197.0,81.86
290,2019,675000,16500,0,0,0,1,5.0,maruti,baleno zeta,21.01,1197.0,81.8
291,2010,300000,70000,0,0,0,1,5.0,hyundai,i20 1.2 asta,17.0,1197.0,80.0
292,2005,90000,99361,0,0,0,2,5.0,maruti,alto lxi,19.7,796.0,46.3
293,2017,650000,25000,1,0,0,1,5.0,maruti,swift dzire vdi,26.59,1248.0,74.0
294,2014,409000,70000,0,0,0,2,5.0,maruti,swift dzire vxi,19.1,1197.0,85.8
295,2015,395000,80000,1,0,0,2,5.0,hyundai,grand i10 crdi sportz,24.0,1120.0,70.0
296,2014,400000,70000,0,0,0,2,5.0,maruti,swift dzire vxi,19.1,1197.0,85.8
297,2012,120000,60000,0,0,0,3,5.0,chevrolet,beat ls,18.6,1199.0,79.4
298,2018,645000,10000,0,0,1,1,5.0,tata,tigor 1.2 revotron xza,20.3,1199.0,84.0
299,2006,81000,80000,0,0,0,1,4.0,maruti,800 std,16.1,796.0,37.0
300,2017,1300000,30000,1,0,0,1,5.0,honda,city i-dtec vx,25.6,1498.0,97.9
301,2017,1250000,33000,1,0,0,1,5.0,honda,city i-dtec vx,25.6,1498.0,97.9
302,2013,535000,90000,0,0,0,3,7.0,maruti,ertiga vxi,16.02,1373.0,93.7
303,2014,555000,80100,1,0,0,2,5.0,nissan,terrano xv premium 110 ps,19.01,1461.0,108.5
304,2014,725000,120000,0,0,0,1,5.0,honda,city i vtec vx,17.4,1497.0,117.3
305,2016,229999,40000,0,0,0,1,5.0,renault,kwid rxl,25.17,799.0,53.3
306,2013,800000,160000,1,0,0,2,8.0,toyota,innova 2.5 gx (diesel) 8 seater,12.99,2494.0,100.6
307,2017,409999,47000,0,0,0,1,5.0,maruti,wagon r vxi bs iv,20.51,998.0,67.04
308,2018,1210000,25000,1,0,0,1,5.0,hyundai,creta 1.4 crdi s plus,21.38,1396.0,88.7
309,2017,400000,26000,0,0,0,1,5.0,tata,tiago 1.2 revotron xz,23.84,1199.0,84.0
310,2018,520000,29000,1,0,0,1,5.0,hyundai,grand i10 1.2 crdi sportz,24.0,1186.0,73.97
311,2016,650000,50000,0,0,1,1,5.0,maruti,baleno zeta automatic,21.4,1197.0,83.1
312,2011,325000,58000,0,0,0,3,5.0,maruti,swift zxi abs,16.1,1298.0,88.2
313,2012,420000,120000,0,0,1,1,5.0,maruti,swift dzire vxi at,17.4,1197.0,85.8
314,2014,400000,50000,0,0,0,1,5.0,maruti,swift lxi option,20.4,1197.0,81.8
315,2010,254999,80000,0,0,0,4,5.0,hyundai,i20 1.2 asta,17.0,1197.0,80.0
316,2003,65000,60000,0,0,0,4,5.0,maruti,zen lxi,17.3,993.0,60.0
317,2017,351000,36000,0,0,0,1,5.0,maruti,celerio lxi,23.1,998.0,67.04
318,2007,404000,120000,1,0,0,3,8.0,toyota,innova 2.5 v diesel 8-seater,12.8,2494.0,102.0
319,2011,185000,185000,1,0,0,3,5.0,maruti,ritz ldi,21.1,1248.0,73.9
320,2011,250000,50000,1,0,0,1,5.0,nissan,micra diesel xv,23.08,1461.0,63.1
321,2002,60000,100000,0,0,0,4,5.0,maruti,zen lxi,17.3,993.0,60.0
322,2013,500000,50000,0,0,0,2,5.0,hyundai,verna 1.6 sx vtvt (o),17.1,1591.0,121.3
323,2007,85000,80000,0,0,0,2,5.0,maruti,zen estilo lxi bsiii,18.2,998.0,67.1
324,2005,85000,80000,0,0,0,4,5.0,maruti,alto lx,19.7,796.0,46.3
325,2011,265000,90000,1,0,0,4,5.0,maruti,swift dzire zdi,19.3,1248.0,73.9
326,2010,130000,162000,0,0,0,2,5.0,maruti,a-star vxi,19.0,998.0,66.1
327,2013,480000,110000,1,0,0,3,7.0,maruti,ertiga vdi,20.77,1248.0,88.76
328,2008,170000,120000,1,0,0,3,5.0,maruti,swift ldi bsiii,17.8,1248.0,75.0
329,2011,275000,45000,1,0,0,1,5.0,nissan,micra diesel xv,23.08,1461.0,63.1
330,2005,89000,90000,0,0,0,2,5.0,maruti,wagon r lxi,18.9,998.0,67.1
331,2010,170000,90000,1,0,0,2,5.0,ford,figo diesel titanium,20.0,1399.0,68.0
332,2019,1090000,16500,0,1,0,1,5.0,mahindra,xuv300 w8 option bsiv,17.0,1197.0,110.0
333,2017,1100000,67000,1,0,1,1,5.0,hyundai,creta 1.6 crdi at sx plus,17.01,1582.0,126.2
334,2018,610000,52000,0,1,0,1,5.0,maruti,swift vxi bsiv,22.0,1197.0,81.8
335,2016,335000,40000,0,1,0,1,5.0,datsun,go t option bsiv,20.63,1198.0,67.0
336,2015,434999,40000,0,1,0,1,5.0,hyundai,grand i10 asta,18.9,1197.0,82.0
337,2018,3000000,35000,1,0,0,1,7.0,toyota,fortuner 2.8 2wd mt bsiv,14.24,2755.0,174.5
338,2018,390000,13000,0,1,0,1,5.0,renault,kwid rxl,20.71,799.0,53.26
339,2012,325000,40000,0,1,0,1,5.0,honda,brio 1.2 vx mt,18.5,1198.0,86.8
340,2019,640000,10000,0,1,0,1,5.0,volkswagen,ameo 1.2 mpi comfortline plus,17.0,1198.0,73.75
341,2012,450000,9000,0,1,0,1,5.0,nissan,sunny xv special edition,16.95,1498.0,97.7
342,2013,400000,70000,1,1,0,2,5.0,toyota,etios liva gd sp,23.59,1364.0,67.06
343,2009,215000,60000,0,1,0,1,5.0,hyundai,i10 sportz,20.36,1197.0,78.9
344,2014,570000,40000,1,1,0,1,5.0,renault,duster 85ps diesel rxl,20.45,1461.0,83.8
345,2012,680000,93000,1,1,0,1,7.0,mahindra,xuv500 w8 2wd,15.1,2179.0,140.0
346,2008,325000,80000,1,0,0,4,7.0,toyota,innova 2.5 v diesel 7-seater,12.8,2494.0,102.0
347,2011,150000,50000,0,0,0,2,5.0,tata,indigo cs eglx bs iv,15.64,1193.0,64.08
348,2013,690000,68000,0,1,1,1,5.0,hyundai,elantra sx at,14.5,1797.0,147.5
349,2013,1550000,25000,1,0,1,1,5.0,mercedes-benz,new c-class 220 cdi at,14.84,2143.0,170.0
350,2012,64000,18000,0,1,0,1,4.0,tata,nano std,25.4,624.0,37.5
351,2013,250000,120000,1,0,0,1,5.0,nissan,micra diesel xl,23.08,1461.0,63.1
352,2005,65000,35000,0,0,0,1,5.0,maruti,wagon r lxi,18.9,998.0,67.1
353,2016,550000,60000,1,0,0,2,5.0,maruti,swift dzire vdi,26.59,1248.0,74.0
354,2010,140000,70000,0,0,0,4,5.0,hyundai,i10 magna,20.36,1197.0,78.9
355,2016,300000,30000,0,0,0,1,5.0,renault,kwid rxt,25.17,799.0,53.3
356,2016,800000,70000,0,0,1,1,5.0,volkswagen,gti 1.8 tsi,16.34,1798.0,189.3
357,2017,2625000,9000,1,1,1,1,5.0,jaguar,xe 2016-2019 2.0l diesel prestige,13.6,1999.0,177.0
358,2019,5150000,20000,0,1,1,1,5.0,lexus,es 300h,22.37,2487.0,214.56
359,2017,3200000,45000,1,1,1,1,5.0,jaguar,xf 2.0 diesel portfolio,19.33,1999.0,177.0
360,2015,503000,110000,1,0,0,1,7.0,tata,safari storme ex,14.1,2179.0,147.94
361,2019,3800000,20000,1,0,1,1,5.0,volvo,xc40 d4 inscription bsiv,18.0,1969.0,190.0
362,2016,2000000,68089,0,2,1,1,5.0,toyota,camry 2.5 hybrid,19.16,2494.0,157.7
363,2013,225000,58343,0,2,0,1,5.0,maruti,wagon r lxi,21.79,998.0,67.05
364,2018,740000,38817,1,1,0,1,5.0,maruti,baleno alpha 1.3,27.39,1248.0,74.0
365,2016,550000,56494,0,2,0,1,5.0,honda,jazz vx,18.2,1199.0,88.7
366,2013,750000,79328,1,2,0,2,7.0,toyota,innova 2.5 vx (diesel) 7 seater,12.99,2494.0,100.6
367,2019,650000,5621,0,2,1,1,5.0,maruti,swift amt vvt vxi,22.0,1197.0,81.8
368,2017,625000,25538,0,2,0,1,5.0,toyota,etios vx,16.78,1496.0,88.73
369,2018,600000,69779,0,1,1,1,5.0,maruti,swift amt zxi,22.0,1197.0,81.8
370,2017,450000,56290,1,1,0,1,5.0,hyundai,grand i10 1.2 crdi sportz,24.0,1186.0,73.97
371,2019,5400000,7500,1,1,1,1,5.0,bmw,x4 m sport x xdrive20d,16.78,1995.0,190.0
372,2019,5500000,8500,1,1,1,1,5.0,bmw,x4 m sport x xdrive20d,16.78,1995.0,190.0
373,2019,779000,7032,0,2,1,1,5.0,honda,amaze v cvt petrol bsiv,19.0,1199.0,88.76
374,2016,645000,11000,0,1,1,1,5.0,skoda,rapid 1.6 mpi at elegance,14.3,1598.0,103.5
375,2018,2475000,2000,1,1,1,1,5.0,volvo,v40 d3 r-design,16.8,1984.0,150.0
376,2010,150000,106000,0,0,0,3,5.0,hyundai,i10 magna,20.36,1197.0,78.9
377,2009,500000,120000,0,0,1,2,5.0,honda,cr-v 2.4l 4wd at,11.1,2354.0,158.8
378,2015,480000,90000,1,0,0,1,5.0,maruti,swift dzire vdi,26.59,1248.0,74.0
379,2014,535000,70000,1,0,0,3,5.0,hyundai,verna 1.6 sx crdi (o),22.32,1582.0,126.32
380,2005,250000,240000,1,0,0,3,8.0,toyota,innova 2.5 g1 diesel 8-seater,12.8,2494.0,102.0
381,2012,300000,100000,1,0,0,2,5.0,maruti,sx4 celebration diesel,21.5,1248.0,88.8
382,2009,340000,214000,0,0,0,2,5.0,hyundai,verna xxi abs (petrol),13.9,1599.0,103.2
383,2009,340000,214000,1,0,0,2,5.0,hyundai,verna crdi sx,16.8,1493.0,110.0
384,2016,240000,50000,0,0,0,1,5.0,maruti,alto 800 vxi,22.74,796.0,47.3
385,2018,1085000,1000,0,0,1,1,5.0,honda,city i-vtec cvt v,18.0,1497.0,117.6
386,2017,750000,19000,1,0,1,1,5.0,maruti,swift dzire amt vdi,28.4,1248.0,74.02
387,2012,95000,265000,1,0,0,2,5.0,tata,indigo ls,17.0,1405.0,70.0
388,2020,409999,35000,2,0,0,1,5.0,maruti,eeco cng 5 seater ac,20.88,1196.0,61.7
389,2014,215000,80000,0,0,0,2,5.0,maruti,alto k10 vxi,23.95,998.0,67.05
390,2016,1290000,50000,1,0,1,1,7.0,mahindra,xuv500 at w10 awd,16.0,2179.0,140.0
391,2010,150000,80000,0,0,0,1,5.0,maruti,alto k10 lxi,20.92,998.0,67.1
392,2013,219000,50000,0,0,0,2,5.0,hyundai,eon sportz,21.1,814.0,55.2
393,2018,325000,100000,0,0,0,1,5.0,tata,tiago 1.2 revotron xe,23.84,1199.0,84.0
394,2013,260000,120000,0,0,0,2,5.0,maruti,eeco smiles 5 seater ac,15.1,1196.0,73.0
395,2017,2625000,9000,1,1,1,1,5.0,jaguar,xe 2016-2019 2.0l diesel prestige,13.6,1999.0,177.0
396,2019,5150000,20000,0,1,1,1,5.0,lexus,es 300h,22.37,2487.0,214.56
397,2017,3200000,45000,1,1,1,1,5.0,jaguar,xf 2.0 diesel portfolio,19.33,1999.0,177.0
398,2015,503000,110000,1,0,0,1,7.0,tata,safari storme ex,14.1,2179.0,147.94
399,2019,3800000,20000,1,0,1,1,5.0,volvo,xc40 d4 inscription bsiv,18.0,1969.0,190.0
400,2016,2000000,68089,0,2,1,1,5.0,toyota,camry 2.5 hybrid,19.16,2494.0,157.7
401,2013,225000,58343,0,2,0,1,5.0,maruti,wagon r lxi,21.79,998.0,67.05
402,2018,740000,38817,1,1,0,1,5.0,maruti,baleno alpha 1.3,27.39,1248.0,74.0
403,2016,550000,56494,0,2,0,1,5.0,honda,jazz vx,18.2,1199.0,88.7
404,2013,750000,79328,1,2,0,2,7.0,toyota,innova 2.5 vx (diesel) 7 seater,12.99,2494.0,100.6
405,2019,650000,5621,0,2,1,1,5.0,maruti,swift amt vvt vxi,22.0,1197.0,81.8
406,2017,625000,25538,0,2,0,1,5.0,toyota,etios vx,16.78,1496.0,88.73
407,2018,600000,69779,0,1,1,1,5.0,maruti,swift amt zxi,22.0,1197.0,81.8
408,2017,450000,56290,1,1,0,1,5.0,hyundai,grand i10 1.2 crdi sportz,24.0,1186.0,73.97
409,2019,5400000,7500,1,1,1,1,5.0,bmw,x4 m sport x xdrive20d,16.78,1995.0,190.0
410,2019,5500000,8500,1,1,1,1,5.0,bmw,x4 m sport x xdrive20d,16.78,1995.0,190.0
411,2019,779000,7032,0,2,1,1,5.0,honda,amaze v cvt petrol bsiv,19.0,1199.0,88.76
412,2016,645000,11000,0,1,1,1,5.0,skoda,rapid 1.6 mpi at elegance,14.3,1598.0,103.5
413,2018,2475000,2000,1,1,1,1,5.0,volvo,v40 d3 r-design,16.8,1984.0,150.0
414,2019,700000,40000,1,0,1,1,5.0,honda,amaze s cvt diesel bsiv,23.8,1498.0,78.9
415,2017,950000,45000,1,0,0,1,5.0,hyundai,creta 1.4 crdi base,21.38,1396.0,88.7
416,2010,160000,80000,0,0,0,2,5.0,maruti,alto lxi bsiii,19.7,796.0,46.3
417,2015,409999,135000,1,0,0,2,5.0,hyundai,xcent 1.1 crdi s option,24.4,1120.0,71.01
418,2015,840000,120000,1,0,0,2,7.0,toyota,innova 2.5 g (diesel) 7 seater,12.99,2494.0,100.6
419,2013,450000,67000,1,0,0,1,5.0,toyota,etios liva diesel,23.59,1364.0,67.1
420,2017,900000,50000,1,0,0,1,5.0,maruti,swift dzire zdi plus,28.4,1248.0,74.02
421,2008,570000,134000,1,0,0,2,7.0,toyota,innova 2.5 v diesel 7-seater,12.8,2494.0,102.0
422,2011,254999,110000,1,0,0,2,5.0,nissan,micra diesel xv,23.08,1461.0,63.1
423,2009,130000,40000,0,0,0,1,4.0,maruti,800 ac bsiii,16.1,796.0,37.0
424,2013,530000,120000,1,0,0,2,5.0,maruti,swift dzire vdi,23.4,1248.0,74.0
425,2015,520000,110000,1,0,0,2,5.0,volkswagen,polo 1.5 tdi highline,20.14,1498.0,88.8
426,2011,229999,170000,1,0,0,2,5.0,mahindra,verito 1.5 d2 bsiii,21.0,1461.0,64.1
427,2004,81000,80000,0,0,0,2,4.0,maruti,800 ac bsiii,16.1,796.0,37.0
428,2016,600000,47000,1,0,0,1,5.0,maruti,swift vdi optional,25.2,1248.0,74.0
429,2015,409999,93000,0,0,0,1,5.0,hyundai,xcent 1.2 kappa s option,19.1,1197.0,81.86
430,2010,120000,70000,0,0,0,2,4.0,maruti,800 std,16.1,796.0,37.0
431,2014,320000,50000,0,0,0,1,5.0,maruti,celerio vxi,23.1,998.0,67.04
432,2015,292000,70000,1,0,0,1,5.0,ford,figo diesel exi,20.0,1399.0,68.05
433,2012,390000,80000,1,0,0,1,7.0,tata,safari dicor 2.2 lx 4x2,13.93,2179.0,138.03
434,2016,550000,44000,0,0,0,1,5.0,ford,figo 1.2p titanium plus mt,18.16,1196.0,86.8
435,2014,385000,25000,0,0,0,1,5.0,maruti,celerio zxi,23.1,998.0,67.04
436,2016,800000,25000,0,0,0,1,5.0,hyundai,creta 1.6 vtvt s,15.29,1591.0,121.3
437,2019,675000,10000,0,0,0,1,5.0,maruti,swift dzire vxi 1.2,21.21,1197.0,81.8
438,2018,1525000,50000,1,0,0,1,7.0,tata,hexa xt,17.6,2179.0,153.86
439,2018,950000,30000,1,0,0,1,5.0,ford,ecosport 1.5 diesel titanium plus bsiv,23.0,1498.0,98.96
440,2015,610000,50000,1,0,0,2,5.0,hyundai,i20 active 1.4 sx with avn,21.19,1396.0,88.73
441,2012,525000,120000,1,0,0,1,5.0,hyundai,i20 asta 1.4 crdi,22.54,1396.0,88.73
442,2019,700000,40000,1,0,1,1,5.0,honda,amaze s cvt diesel bsiv,23.8,1498.0,78.9
443,2015,375000,80000,1,0,0,1,7.0,mahindra,bolero 2011-2019 sle,15.96,2523.0,62.1
444,2015,580000,90000,1,0,0,1,5.0,nissan,terrano xl plus 85 ps,20.45,1461.0,83.8
445,2015,434999,50000,0,0,0,2,5.0,maruti,swift vxi windsong limited edition,20.4,1197.0,83.11
446,2020,350000,2136,0,0,0,1,5.0,datsun,redigo 1.0 s,22.5,999.0,67.0
447,2012,730000,250000,1,0,0,1,7.0,toyota,innova 2.5 g (diesel) 7 seater,12.99,2494.0,100.0
448,2015,600000,35000,0,0,0,1,5.0,hyundai,i20 magna 1.2,18.6,1197.0,81.83
449,2015,1050000,120000,1,0,0,1,7.0,toyota,innova 2.5 vx (diesel) 7 seater,12.99,2494.0,100.6
450,2017,735000,70000,1,0,0,1,5.0,maruti,baleno alpha 1.3,27.39,1248.0,74.0
451,2018,1050000,18000,1,1,0,1,5.0,renault,duster 110ps diesel rxz,19.6,1461.0,108.45
452,2016,420000,110000,1,0,0,2,7.0,chevrolet,enjoy 1.3 tcdi ls 7,18.2,1248.0,73.74
453,2017,800000,60000,1,0,0,1,5.0,maruti,sx4 s cross 2015-2017 ddis 200 zeta,23.65,1248.0,88.5
454,2015,2000000,60000,1,0,1,1,7.0,toyota,fortuner 4x2 at,12.55,2982.0,168.5
455,2016,600000,147000,1,0,0,2,5.0,maruti,swift dzire vdi,26.59,1248.0,74.0
456,2015,1900000,130000,1,0,1,1,7.0,toyota,fortuner 4x2 at,12.55,2982.0,168.5
457,2011,500000,99500,1,0,0,3,7.0,chevrolet,captiva lt,11.5,1991.0,147.9
458,2011,200000,110000,1,0,0,2,5.0,tata,indica vista aqua 1.4 tdi,17.0,1405.0,71.0
459,2016,370000,35000,0,0,0,1,5.0,nissan,micra active xl petrol,19.49,1198.0,67.04
460,2010,260000,110000,1,0,0,2,5.0,hyundai,verna transform crdi vgt sx abs,16.2,1493.0,110.0
461,2016,280000,100000,1,0,0,1,6.0,mahindra,kuv 100 mfalcon d75 k8,25.32,1198.0,77.0
462,2014,610000,21000,0,0,0,1,7.0,maruti,ertiga vxi,16.02,1373.0,93.7
463,2013,300000,60000,1,0,0,2,5.0,ford,fiesta titanium 1.5 tdci,23.5,1498.0,90.0
464,2010,140000,40000,1,0,0,1,5.0,tata,indigo cs lx dicor,16.6,1405.0,70.0
465,2008,229999,50000,0,0,0,1,5.0,hyundai,i10 magna 1.1l,19.81,1086.0,68.05
466,2010,200000,65000,0,0,0,2,5.0,maruti,a-star vxi,19.0,998.0,66.1
467,2011,200000,80000,0,0,0,1,5.0,maruti,wagon r vxi bsiii,18.9,998.0,67.1
468,2015,560000,119000,1,0,0,1,5.0,hyundai,verna 1.6 crdi s,23.9,1582.0,126.2
469,2016,750000,80000,1,0,0,1,7.0,maruti,ertiga shvs vdi,24.52,1248.0,88.5
470,2017,585000,90000,1,0,0,1,5.0,maruti,swift vdi bsiv,25.2,1248.0,74.0
471,2016,760000,20000,0,0,0,1,5.0,hyundai,verna 1.6 vtvt s option,17.01,1591.0,121.4
472,2014,430000,80000,1,0,0,2,5.0,maruti,swift vdi bsiv,25.2,1248.0,74.0
473,2020,480000,44665,1,0,0,1,6.0,mahindra,kuv 100 d75 k6 plus,25.32,1198.0,77.0
474,2019,643000,10000,1,0,0,1,5.0,kia,seltos hte d,20.8,1493.0,113.4
475,2018,500000,60000,0,0,0,1,5.0,hyundai,xcent 1.2 vtvt s,20.14,1197.0,81.86
476,2016,425000,22000,0,0,0,1,5.0,honda,brio 1.2 s mt,18.5,1198.0,86.8
477,2014,250000,25000,0,0,0,1,5.0,maruti,alto 800 lxi,22.74,796.0,47.3
478,2016,285000,70000,1,0,0,1,5.0,maruti,celerio ldi,27.62,793.0,47.0
479,2008,160000,123000,0,0,0,3,5.0,maruti,swift dzire vxi,17.5,1298.0,85.8
480,2011,250000,70000,1,0,0,2,5.0,volkswagen,vento diesel trendline,20.54,1598.0,103.6
481,2013,170000,70000,0,0,0,2,5.0,chevrolet,beat ls,18.6,1199.0,79.4
482,2013,409999,45000,1,0,0,1,5.0,toyota,etios liva gd,23.59,1364.0,67.06
483,2015,400000,40000,0,0,1,1,5.0,hyundai,grand i10 at asta,18.9,1197.0,82.0
484,2019,700000,30000,1,0,0,1,5.0,maruti,swift dzire vdi,28.4,1248.0,74.02
485,2007,350000,90000,0,0,1,1,5.0,honda,civic 1.8 v at,12.9,1799.0,130.0
486,2016,660000,34000,0,0,0,2,7.0,maruti,ertiga bsiv vxi,17.5,1373.0,91.1
487,2017,268000,25000,0,0,0,1,5.0,maruti,alto 800 vxi,24.7,796.0,47.3
488,2016,270000,50000,0,0,0,1,5.0,maruti,alto 800 vxi,22.74,796.0,47.3
489,2013,300000,50000,1,0,0,1,5.0,chevrolet,beat diesel lt,25.44,936.0,57.6
490,2017,450000,90000,0,0,0,1,5.0,tata,tiago 1.2 revotron xz,23.84,1199.0,84.0
491,2012,220000,70000,1,0,0,2,5.0,chevrolet,beat diesel lt,25.44,936.0,57.6
492,2009,250000,146000,1,0,0,2,7.0,tata,new safari dicor 2.2 vx 4x2,13.93,2179.0,138.0
493,2012,300000,85000,0,0,0,2,5.0,ford,figo petrol exi,15.6,1196.0,70.0
494,2009,88000,201850,1,0,0,2,5.0,tata,indica v2 2001-2011 dls bsiii,17.88,1396.0,52.8
495,2016,561000,30000,1,0,0,1,5.0,maruti,swift dzire vdi,26.59,1248.0,74.0
496,2018,755000,15000,1,0,0,1,5.0,maruti,swift dzire vdi,28.4,1248.0,74.02
497,2017,235000,25000,0,0,0,1,5.0,datsun,redigo s,22.7,799.0,53.64
498,2011,165000,90000,0,0,0,1,5.0,maruti,alto k10 lxi,20.92,998.0,67.1
499,2008,190000,80000,1,0,0,2,5.0,maruti,swift dzire ldi,19.3,1248.0,73.9
500,2011,110000,50000,1,0,0,1,5.0,tata,indica v2 dlx bsii,17.2,1396.0,53.5
501,2012,320000,80000,1,0,0,2,8.0,mahindra,bolero 2011-2019 di 4wd non ac,13.6,2523.0,63.0
502,2016,540000,38000,0,0,0,1,5.0,hyundai,i20 asta option 1.2,18.6,1197.0,81.83
503,2013,180000,60000,0,0,0,1,5.0,hyundai,eon era plus,21.1,814.0,55.2
504,2016,270000,100000,0,0,0,3,7.0,maruti,eeco 7 seater standard bsiv,15.37,1196.0,73.0
505,2012,450000,30000,0,0,0,1,5.0,maruti,swift dzire 1.2 vxi bsiv,17.5,1197.0,85.8
506,2014,450000,30000,0,0,0,1,5.0,maruti,swift dzire vxi,19.1,1197.0,85.8
507,2015,200000,50000,0,0,0,1,5.0,chevrolet,beat lt,18.6,1199.0,76.8
508,2017,425000,42000,0,0,0,1,5.0,tata,tiago 1.2 revotron xz,23.84,1199.0,84.0
509,2016,400000,30000,0,0,0,1,5.0,chevrolet,sail 1.2 ls abs,18.2,1199.0,82.4
510,2009,125000,60000,0,0,0,3,5.0,maruti,alto lxi bsiii,19.7,796.0,46.3
511,2018,1600000,14000,1,0,0,1,5.0,jeep,compass 2.0 longitude option bsiv,17.1,1956.0,170.0
512,2015,900000,22000,0,0,0,1,5.0,honda,city i vtec vx,17.4,1497.0,117.3
513,2012,450000,90000,1,0,0,1,5.0,volkswagen,vento diesel highline,20.54,1598.0,103.6
514,2011,210000,46000,0,0,0,1,5.0,maruti,alto k10 2010-2014 vxi,20.92,998.0,67.1
515,2018,801000,20000,0,0,0,1,5.0,hyundai,i20 1.2 asta option,18.6,1197.0,81.83
516,2014,317000,15000,1,0,0,1,7.0,tata,venture ex 7 str captain seats,15.42,1405.0,70.0
517,2015,600000,40000,0,0,0,2,7.0,maruti,ertiga vxi,16.02,1373.0,93.7
518,2014,330000,30000,0,0,0,2,5.0,hyundai,i20 magna,18.5,1197.0,82.85
519,2017,320000,15000,0,0,0,2,5.0,hyundai,eon magna plus,21.1,814.0,55.2
520,2007,120000,110000,0,0,0,2,5.0,hyundai,getz glx,15.3,1341.0,83.0
521,2009,130000,70000,0,0,0,2,5.0,maruti,alto lxi,19.7,796.0,46.3
522,2015,220000,80000,0,0,0,1,5.0,chevrolet,sail 1.2 ls,18.2,1199.0,82.4
523,2015,340000,110000,0,0,0,1,5.0,tata,zest revotron 1.2t xm,17.57,1193.0,88.7
524,2013,200000,70000,1,0,0,2,5.0,ford,classic 1.4 duratorq clxi,19.68,1399.0,67.0
525,2002,140000,50000,0,0,0,2,5.0,maruti,alto lxi,19.7,796.0,46.3
526,2013,1000000,190000,1,0,0,1,8.0,toyota,innova 2.5 g (diesel) 8 seater,12.99,2494.0,100.6
527,2010,495000,100000,1,0,0,2,7.0,mahindra,bolero slx,13.6,2523.0,63.0
528,2015,236000,60000,0,0,0,1,5.0,maruti,alto 800 lxi,22.74,796.0,47.3
529,2015,390000,40000,0,0,0,1,5.0,maruti,wagon r vxi bs iv,20.51,998.0,67.04
530,2009,275000,90000,1,0,0,2,5.0,maruti,swift dzire vdi,19.3,1248.0,73.9
531,2015,503000,110000,1,0,0,1,7.0,tata,safari storme ex,14.1,2179.0,147.94
532,2017,775000,32000,1,1,0,1,5.0,maruti,vitara brezza zdi plus dual tone,24.3,1248.0,88.5
533,2016,1800000,30000,1,0,1,1,7.0,toyota,innova crysta 2.8 zx at bsiv,11.36,2755.0,171.5
534,2016,850000,58000,1,0,0,1,5.0,hyundai,creta 1.6 crdi sx,19.67,1582.0,126.2
535,2018,750000,5000,1,0,0,1,5.0,maruti,vitara brezza vdi,24.3,1248.0,88.5
536,2018,570000,25000,0,0,0,1,5.0,hyundai,i20 1.2 spotz,18.6,1197.0,81.83
537,2018,580000,32000,0,0,0,1,5.0,hyundai,grand i10 1.2 kappa sportz bsiv,18.9,1197.0,81.86
538,2016,484999,30000,0,0,0,1,5.0,honda,jazz 1.2 vx i vtec,18.7,1199.0,88.7
539,2017,700000,43000,0,1,0,1,7.0,honda,br-v i-vtec s mt,15.4,1497.0,117.3
540,2012,415000,60000,0,1,0,1,5.0,hyundai,verna s,17.7,1497.0,113.42
